Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
"USER Gak mampu mengundang Ulama kondang, jadi dibiatlah ulama2an utk membentuk opini masyarakat bhw ulama sdh satu suarang mendukung mukidi. Walaahh cara kuno sigunakan dasar cebong'",1,1,1,0,0,0,0,0,1,1,0,0
"- Janji buka 10 juta lapangan pekerjaan tapi malah buat Perpres muluskan Tenaga Kerja Asing.; ; - Janji swamsembada pangan dalam 3 tahun, nyatanya Impor beras, garam, dll.; ; - Janji akan turunkan harga BBM dan Tarif Dasar Listrik, nyatanya BBM dan TDL din",0,0,0,0,0,0,0,0,0,0,0,0
"Di dunia maya, seseorg di nilai dr tulisannya. Jika tulisannya alay, mk alay-lah orgnya. Jika tulisannya formal, mk formal-lah orgnya'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,1,1,1,0,0,0,0,0,1,1,0,0
jom mampus.',1,1,1,0,0,0,0,0,1,1,0,0
"Baju nikah saya dipamerkan di Pavilion KL. Baju ini melambangkan warisan, tradisi dan budaya yang saya kasihi.",0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER USER USER Jk jokowi mundur lebih jantan.,1,0,1,0,0,0,0,0,1,1,0,0
"USER Belum lagi Nabi Muhammad seorang pedagang, Nabi bahkan dalam catatan sejarah pernah ke syam. Bahkan suku badui aja punya kebiasaan mengenakan sarung. Ente kira makkah dan madinah deket? Pake onta zaman itu?'",0,0,0,0,0,0,0,0,0,0,0,0
"""Cinta itu buta, bisu dan lumpuh. Karena kamu udah bawa separuh jiwa aku"" -'",0,0,0,0,0,0,0,0,0,0,0,0
USER DM(di memek)maksudnya ndok',0,1,0,0,0,0,0,0,0,0,0,0
Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',0,0,0,0,0,0,0,0,0,0,0,0
RT USER: #RETWEET \nDigoyang sampe basah.. \xf0\x9f\x98\x9d \n\n#horny #memek #colmek #colokmemek #jembut #memekbecek #ngentot \n#videongentot #Vi\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"sibabi china sangat biadab memperlakukan kaum PRIBUMI, dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini, biadabnya mrk!",1,1,0,1,0,1,0,0,0,0,1,0
resep ganteng? mandi di jamban.',0,0,0,0,0,0,0,0,0,0,0,0
"Dikira orang yang liat tulisan itu bakal bilang ""hahahaha yaampun kreatif banget sih bikin bom takjil padahal habis ada bbrp bom yang meledak kemarin""?'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER apaan goblog ga nyambung',0,1,0,0,0,0,0,0,0,0,0,0
"kalo di catatan harian menantu sinting, lakban = laki banget, sementara itu lakban menurut definisi df USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL",0,0,0,0,0,0,0,0,0,0,0,0
USER Setahu saya karena Moestopo itu dulunya kuliah di Rusia dan waktu pulang ada huru-hara PKI sehingga ia menambahkan kata beragama di belakang nama. Ingatkan jika salah.',0,0,0,0,0,0,0,0,0,0,0,0
"USER itu istilah dari novel komedi mbak, catatan harian menantu sinting WKWKWKWKWK kocak banget, baca deh. mba tipe biasnya yg berkharisma cowo banget gitu?'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Pak USER proses buang Islam tak boleh main paksa, tapi harus dilakukan dengan kesadaran sendiri",1,0,0,1,1,0,0,0,0,0,1,0
"Bahaya Islam sudah TERBUKTI, lihat Teroris Islam, ISIS dll. USER di pandang dari sudut mana islam berbahay.",1,0,0,1,1,0,0,0,0,0,1,0
"Jadi mas icing udah balik ke Cina yaaa (?) :"""""")\n\n#EXOPLANET\n#EXO\n#EXO_COMINGSOON\nUSER'",0,0,0,0,0,0,0,0,0,0,0,0
Generasi Muda kacrut tuh Ormas.. \xf0\x9f\x98\x8f',1,1,0,1,0,0,0,0,1,0,1,0
"USER Ternyata Ketapang Kalbar ini masuk wilayah kerja Polisi Cina ya??\nIni sangat membahayakan keamanan nasional RI, tau gak sih rezim ini?\n\nMakin lama rezim ini bekuasa, makin banyak cina tanam pengaruh buruk disini.\n\n#2019GantiPresiden'",1,0,0,1,0,0,0,0,1,0,1,0
Berita baru (Gubernur Banten : Eksplorasi Panasbumi Batu Kuwung Jalan Terus) telah diterbitkan di PABUMNews -,0,0,0,0,0,0,0,0,0,0,0,0
"12. Di awal sambutannya, Presiden USER menyampaikan apresiasinya dapat bertemu dengan para kader PMII yang diyakini memiliki semangat tinggi sebagai pemuda muslim Tanah Air #JokowiAjakMasyarakatOptimistis",0,0,0,0,0,0,0,0,0,0,0,0
"PBB pandangan saya naik secara signifikan , paling bagus pasangan presiden incumben melawan Gatot Nurmantyo &amp; Yusril",0,0,0,0,0,0,0,0,0,0,0,0
Semoga Allah segera menghancurleburkan kafir Budha teroris yang telah menzalimi kaum Muslim Rohingya.,1,0,0,1,1,0,0,0,0,0,1,0
RT USER: Contoh babi 1:\n\nDah tahu dah nak merah pegi jalan lagi. Kalau tak sangkut takpe. Ni sangkut kat tengah jalan. Pastu orang lain\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"USER Koar"" ngaku anti aseng &amp; asing cuma ada pas pilkada atau pilpres aja. \xf0\x9f\x98\x86\xf0\x9f\x98\x86'",0,0,0,0,0,0,0,0,0,0,0,0
"Pengusaha China : Kalau Reklamasi Pulau G Batal, Jokowi Kami Lengserkan! URL",1,0,1,0,0,0,0,0,1,0,0,1
"Selamat sore tweeps. Hari ini (18/4), Presiden Jokowi memimpin Rapat Terbatas #ratas di Istana Kepresidenan Bogor, Rabu (18/4) membahas mengenai Percepatan Pelaksanaan Berusaha (Online Single Submission/OSS). Berikut beberapa poin arahannya. Simak ya USER",0,0,0,0,0,0,0,0,0,0,0,0
dan gus dur bersikap sebagai seorang pemimpin muslim yang ramah idealis namun mencintai perbedaan pluralisme keren,0,0,0,0,0,0,0,0,0,0,0,0
USER Hdh cakep2 bolot',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER Iya. Tapi saya tetap menghargai saudara saya di luar sana yang memang lebih memilih jadi seorang ateis. Saya tipe orang yg merasa tidak berhak 'meluruskan' apa yg menurut saya tidak benar, karena kebenaran dimata orang lain berbeda-be",0,0,0,0,0,0,0,0,0,0,0,0
Kan dah tak masal kena kutuk satu group. Hahaha kampang nye',0,1,0,0,0,0,0,0,0,0,0,0
"USER Sikahkan gabung dan koalisi Zon USER Hak usah banyak koar2 jualan ""congor turah"", gue mah kagak peduli!!!'",1,1,1,0,0,0,0,0,1,1,0,0
Pilkada akan tetap sejuk asal elit tidak memancing untuk gaduh.. Pak Presiden sebagai simbol utama negara harus mampu berperilaku dan bertutur yang menentramkan..,0,0,0,0,0,0,0,0,0,0,0,0
"USER Jokowi Naik Motor Listrik, Produsen Motor Langsung Melirik Papua Presiden Joko W",0,0,0,0,0,0,0,0,0,0,0,0
USER Ini juga merembet ke ketersediaan bea siswa pemerintah asing...',0,0,0,0,0,0,0,0,0,0,0,0
Afgan Sukses Taklukan Bandung di 'SIDES Indonesia Tour 2016' via USER,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER ada baiknya beliau diminta mundur saja pak USER jika memang mau berpolitik,1,0,1,0,0,0,0,0,1,1,0,0
"So far tantangan nya sih ya musti sehat ya bolak balik sana sini ngurus dokumen. Karena semuanya harus terprepare sangat matang! Dan jadi pengalaman juga gimana serunya TKI kek gue susah payah antri, macet, dll.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Aww good luck, aku suka pusing kalau bahas budaya populer :')",0,0,0,0,0,0,0,0,0,0,0,0
Salam Jumaat. Sarap nasi lemak. Siap2 ke masjid..',0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER USER USER USER USER Setujuuuu banget Jokowi mundur uda bosen ngeliatnye,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER Huahahaha dengan tidak langsung mengakui yah beliau memang pinokio. Masih mau milih dia jadi presiden ??? ??? kalau iya berarti anda cebong dungu,1,1,1,0,0,0,0,0,1,1,0,0
USER USER Ceramah ustad tae onta.',1,1,1,0,0,0,0,0,1,1,0,0
USER Dengan berat hati gue spg in ni kunyuk satu URL,0,1,0,0,0,0,0,0,0,0,0,0
"USER SOMBONG!!! BANYAK BACOT!! AWAK RUPE MACAM MONYET, AWAK BECAKAP TU PAKAI AKAL SIKIT!! ADA MASANYA ORANG TERSINGGUNG ANJING'",1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER Sok kenal lu kunyuk',1,1,1,0,0,0,0,0,1,1,0,0
"USER Merong2 mah bukan karena ndut atau kurus, pun bukan karena kurang eue.. Tapiiii karena banyak uit mah senang aja ga perlu merong2 kan tinggal nyoh nyoh \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x91\x8c'",0,0,0,0,0,0,0,0,0,0,0,0
"Melalui DINAR, Enterpreneur Muda Muslim Siap Hadapi Persaingan MEA",0,0,0,0,0,0,0,0,0,0,0,0
"Ketika anda lihat setan jangan lah anda takut, siapa tau setan itu sedang mencari sodaranya, dan mungkin itu Anda \xcb\x98 \xe3\x83\xae\xcb\x98)/ *koplok* #ketik2'",0,1,0,0,0,0,0,0,0,0,0,0
"Kalau sampai ini beneran bom ya, gue udah gak ngerti lagi ama nalar orang yg ngebom sih. Siapa yg mau doi sasar? Ngaco banget ini sasarannya. Ya, terlepas mereka punya justifikasi tersendiri ya terkait sasarannya.'",0,0,0,0,0,0,0,0,0,0,0,0
Retweeted ????????DI?????????? (USER):; ; WNI di Korea juga menginginkan #2019GantiPresiden; ; Semakin membahana gerakan #2019GantiPresiden mendunia!,1,0,1,0,0,0,0,0,1,1,0,0
"Band metal maen di acara akustik emang pintar sih. Yang penting manggung terus. Tetap produktif. berak sehelm, cebok segelas'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Iyain aja gua, lama-lama kayak orang idiot ngobrol sama lu hyung.'",0,1,0,0,0,0,0,0,0,0,0,0
Kalau banyak LGBT di dunia ya habis deh manusia URL,0,0,0,0,0,0,0,0,0,0,0,0
USER Tiada hari tanpa ngomongin kunyuk\xf0\x9f\x91\x89\xf0\x9f\x91\x88 Udah punya kuota kan? Iya pasti udah punya',0,1,0,0,0,0,0,0,0,0,0,0
"8. Sebagai anak bangsawan dan cendekiawan, dan tumbuh berkembang sebagai menantu Presiden, secara psikologis telah membuat Prabowo menjadi orang yang sangat tinggi pride nya. Rasa bangga dirinya sangat tinggi. Dia tidak pernah siap untuk dilecehkan atau di",0,0,0,0,0,0,0,0,0,0,0,0
USER Ohooo p mook juga penganut emot tuyul item\xf0\x9f\x98\x85\xe2\x80\x94 Bas kayanya hari ini ga bobo dehhh p',0,0,0,0,0,0,0,0,0,0,0,0
USER USER jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Semua lelaki yang udah pd ngentotin mami gak pernah bosen dengan jepitan pepek mami... mereka blg lbh puas dengan mami\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
USER Yg salah cuma kaum cebong...lah situ kaum cebong bukan',1,1,1,0,0,0,0,0,1,1,0,0
"USER Itu urusn dia korupsi urusan polisi,tp klu agama urusan kita MA Tuhan. saya angkat jempol ama bg zumiiiii....",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ngomongnya sama aja berak....kasian',1,1,1,0,0,0,0,0,1,1,0,0
USER Anggaran buat gaji dan tunjangan anggota DPR saja yg paling pantas dipotong.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Sbb pro yahudi',0,0,0,0,0,0,0,0,0,0,0,0
Prabowo Subianto Tak Restui Ketua Gerindra Jateng Maju Pilgub Ini Alasannya URL,1,0,1,0,0,0,0,0,1,1,0,0
USER USER Anjing maho satu ini&gt; USER cuma gonggong nya aja yg keras tapi tidak punya kemampuan.\nlu udah dapet belum angka awalnya njiing ?',1,1,1,0,0,0,0,0,1,1,0,0
"USER Kmrn aku dapet asus i3 3.1jt doang nder.. Mulus.. Second sih, tp aku rasa itu laptop yg cacat yg nggak bs dijual. Pas di cek emang layarnya ada dikit cacat tp ga mengganggu fungsi laptopnya'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Cebong mah di otakny ngeres mulu. Hny seputaran coli',1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER Aseeqqqq iyaa oppa oppa sipit gtu',0,0,0,0,0,0,0,0,0,0,0,0
ok masalahnya aku sikda pun banding kolej mrsm ngan sbp???? aku just padah jangan banding RESULT exam tiga buah sekolah ya bah paloi????? aku padah tiga2 ya paper exam lain bah bebal???? kau paloi kah bodo??????',0,1,0,0,0,0,0,0,0,0,0,0
"Mantan itu perlu di kasi bunga biar lebih so sweet dikit, bunga bangke maksudnya :|'",0,1,0,0,0,0,0,0,0,0,0,0
Team Kagum Hotels lagi di acara Turnament Golf Gubernur Cup 2018 @ Bandung Giri Gahana Golf &amp; Resort ð???,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Even mukanya bersih mulus tanpa cacat ttp mesti di rawat darling. Lo kan ga bakal forever 16th, makin nambah umur kulit juga nambah tua apalagi sekarang makin banyak polusi.'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: lagi habis ngentot 3some di hutan. bareng Tentara temen kenalan hehehehehe baru pertama kali 3some sma TNI kekar gini...\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
Rejim Jokowi otoriter ini maksa banget harus pake non tuney.,1,0,1,0,0,0,0,0,1,1,0,0
"USER Itu oknum polisi yg menganiaya seorang Ibulagi mabok Mak, habis minum kencing Onta. \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER Kalo scr geografis iya tpi dlm sepakbola itali msk dlm negara yg sepakbola n ekonomi ny maju makanya kita Blang Eropa Barat. Klo Eropa Timur identified ny Dr negara2 bekas paham komunis',0,0,0,0,0,0,0,0,0,0,0,0
Abang bisa bahasa asing ya?\nBasa asing?...ga bisa!\nLha itu tadi yes no yes no?\nItu kan basa inggris dek bukan basa asing \xf0\x9f\x98\x91',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Situ lebih bego :)',1,1,1,0,0,0,0,0,1,1,0,0
USER Mahasiswa koplak...cuma modus..!!! Rakyat Indonesia 250 juta...bukan 25 orang...sontoloyo !!!',1,1,0,1,0,0,0,0,1,0,1,0
"USER Hmm iya, kalo maskeran ditutupin taplak juga jadi ngembang'",0,0,0,0,0,0,0,0,0,0,0,0
#AkuSeruji: Bawaslu: Kolaka Tertinggi Pelanggaran ASN Dalam Pilkada,0,0,0,0,0,0,0,0,0,0,0,0
Rezim yg seolah sederhana merakyat dan suka pd kritik koreksi dri rakyat di opinikan terus menerus oleh media pro Diktator,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER Mental itu selalu minta mobil rantis, minta dikawal polisi,. \n\nSayang banget tuh bis ga dilempar molotov ye, kayak di jl gatsu.\n\nmental itu bikin nazar nikah sama monyet ? Terus ? \n\nMental itu ngerusak stadion gbk? Aset negara, \n\nTerus ada yg dapet proyekan dari kementrian, lol'",0,1,0,0,0,0,0,0,0,0,0,0
USER Biadab itu memang perempuan iblis dya',1,1,1,0,0,0,0,0,1,1,0,0
USER USER Ooo.. jadi islam nusantara itu qiyas dari hindu nusantara...',0,0,0,0,0,0,0,0,0,0,0,0
Makin ancur ini negara karena jokowi. Lol. URL,1,0,1,0,0,0,0,0,1,1,0,0
Bingung euy... profesor doktor bicara ga jelas sing penting turunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
"Diem-diem bae, Rupiah makin nyungsep atas dolar. sudah tembus Rp. 14.441 aja. Sebenernya gua malah seneng kalo langsung tembus 16 ribu. biar cepet lengser ni rezim kodok!'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER Kalau aku jual amik untung teruk. 5x ganda. Aku charge gst yahudi.',0,0,0,0,0,0,0,0,0,0,0,0
USER Ke goblog an yang hqq ketika pacaran bertahun2 tapi gatau ketemu..fake ppl is everywhere.. mesakno se tapi kok heran aku wkwkwk',0,1,0,0,0,0,0,0,0,0,0,0
"#ffgenpi Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018- #alambanten*",0,0,0,0,0,0,0,0,0,0,0,0
"USER utk di panti kemudian tak bisa terlacak selamanya. Bahkan kalau ada bom, si bocah tetap tidur nyenyak \xf0\x9f\xa4\xa3'",0,0,0,0,0,0,0,0,0,0,0,0
"Aneh ya orang2 geblek makin banyak. Kalok habib rizieq sihab belom berani komentari USER yang mereka anggap guru besar. Kenapa mereka berani ya? gendengnya nggak ketolong deh. kalok habib rizieq dukung USER apa mereka hina gurunya juga?\nDasar, fira",1,1,1,0,0,0,0,0,1,1,0,0
Beritanya BOHONG MULU nih pak jokowi URL,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER BACOT APA SIH LUH CEBONG BANGSAD.',1,1,1,0,0,0,0,0,1,1,0,0
"Anda orang Indonesia bicara ke sesama orang Indonesia, mengapa berbahasa Arab Bung Tifatul?",1,0,1,0,1,0,0,0,0,1,0,0
"USER Hadoiii..... Kalau menteri pun tapi menyusahkan Islam. menyenangkan liberal, menyenangkan ateis, menyenangkan lgbt, apa guna kelak di soal di akhirat teruk kena bantai. Puak PH ni beriman tak dengan rukun iman, kalau beriman jagalah Islam.'",0,0,0,0,0,0,0,0,0,0,0,0
gayanya jokowi pengen kyk orde baru tpi PKI nya malah dibiarin muncul itu mah bukan gaya orde baru reborn,1,0,1,0,0,0,0,0,1,1,0,0
Duduki Istana Negara !! Sekalian Lengserkan Jokowi Salam2Tahun USER,1,0,1,0,0,0,0,0,1,0,0,1
"AB adalah seorang yg periang, murah senyum, tidak pernah ragu-ragu dan ceria",0,0,0,0,0,0,0,0,0,0,0,0
Mereka semakin nekat kalau terciduk untuk framing pak Jokowi diktator &amp; anti islam URL,1,0,1,0,0,0,0,0,1,1,0,0
"Kebanyakan cowok galau karna , saat malam terbangun karena mimpi basah, tapi mimpi basahnya karena di enaenain sama banci'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Dasar kau lelaki kerdus,lelaki karpet, lelaki kencrot, lelaki bangkrut, lelaki mencret, lelaki kerbet, lelaki BANGSAAAAAAAATTTT'",1,1,1,0,0,0,0,0,1,1,0,0
Negara dalam keadaan Genting.! Karena Defisit sdh hampir 3 % siap-siap Jokowi Di lengserkan ! Apakah Rakyat menginginkan JKW lengser ? Retweet,1,0,1,0,0,0,0,0,1,1,0,0
RT USER: Ngewe di pantai kayaknya enak bro \xf0\x9f\x98\x82 USER USER USER USER #gayvid #gaylokal #ngentot\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"sinting udah digedein volumenya udah di dengerin taunya pas diputer bukan day6, marah:('",0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER klu KPK di bubarkan.. Kita sebagai rakyat wajib/kudu bubarkan wakil rakyat/DPR,1,0,0,1,0,0,0,0,1,0,0,1
Pembekalan Kepada Para Finalis Abang dan None Tingkat Wilayah Kota Administrasi dan Kabupaten pada tahun 2018 di Balai Agunh Balaikota oleh Bapak Wakil Gubernur USER; USER serta hadir juga Kadis Parbud DKI Jakarta Ibu USER.,0,0,0,0,0,0,0,0,0,0,0,0
Masalah dunia dan masalah nafsu ya kang USER . Kata2 kok bersayap kayak burung hantu. URL,1,0,1,0,0,0,0,0,1,1,0,0
"USER Sy sbg muslim tdk merasa pak USER menistakan kitab suci Alqur'an, krn dlm Alqur'an sndri ada bbrp suku kata yg smpai dtik ini blm diketahui mkna faktualnya olh umat islam, tp kami yakini kata tsb ada makna yg tersirat (fiksi) yg blm",0,0,0,0,0,0,0,0,0,0,0,0
"USER lucuuuu ! kalau kata kak woozi sih tuyul ya, lucu tuyulnya \xf0\x9f\x98\xb",0,0,0,0,0,0,0,0,0,0,0,0
John Mayer ini suka sarap-sarap ngegemesin. \xf0\x9f\x98\x82\xf0\x9f\x98\x8d',0,1,0,0,0,0,0,0,0,0,0,0
"Allah memberikan dunia kpd (manusia) yg Dia cintai dan yg Dia benci. Tetapi Dia tdk memberikan (kesadaran ber-) agama, kecuali kpd yg Dia cintai. ; Maka, barangsiapa yg diberikan (kesadaran ber-) agama oleh Allah, berarti ia dicintai oleh-Nya.; ; ~ (HR. A",0,0,0,0,0,0,0,0,0,0,0,0
"Yang beragama Islam jangan lupa 4 rokaat nya~ :) Jangan malas""an ya~",0,0,0,0,0,0,0,0,0,0,0,0
Semoga USER sdh memikirkan ketimpangan penghasilan dari rencana â??imporâ?? dosen dg gaji sktr Rp 35 - Rp 60 juta/bln sementara gaji Dosen DN S3 dan masa kerja sktr 25 thn hanya sktr Rp 8 juta/bln,0,0,0,0,0,0,0,0,0,0,0,0
"3. Karena berbasis teknologi digital, Presiden juga minta sistem betul-betul jalan, dan langsung bisa digunakan dan ramah bagi pengguna. #ratas",0,0,0,0,0,0,0,0,0,0,0,0
"Anda menghina Islam, Muhammad tidak tahu budi terhadap sukunya sendiri, mengajar solat minta pahala dari Allah SWT",1,0,0,1,1,0,0,0,0,0,1,0
"6922.\nWedeeeh ini mah udah ky brother from another meki . HAHAHAHAHAH ngocol anjing ni anak g paham lg gua . Tiap"" chatan ketawa mulu gua dibuatnya ampe sakit perut . Baik banget, open minded, friendly, kocak, sampah, idiot, demen ngentot. Yg ada dipikirannya itu memek,memek mulu'",0,1,0,0,0,0,0,0,0,0,0,0
"USER ""aku bakal terus ada buat kamu kok, tenang aja""\n\nhlh kntl'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Kalo denger nama Nusantara jadi inget lagu Koes Plus atau Jamal Mirdad. Kebayang juga nama tokoh PKI yg dieksekusi mati oleh ABRI saat itu.... Hehee tebak siapa coba \xf0\x9f\x98\x83',0,0,0,0,0,0,0,0,0,0,0,0
"""Bila Anies diminta jadi capres Prabowo, beliau bukan tidak amanah, tetapi diberi amanah yang lebih besar! Sampai saat ini, beliau kandidat terbagus mendampingi Prabowo.""\n\n~ Zeng Wei Jian, aktivis kalangan tionghoa.'",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: \xf0\x9f\x91\xa6: ""Jangan jahatin anak orang""\n\xf0\x9f\x91\xa8: ""Baru juga sekali udah diginiin. Haha""\n\nEmang mau berapa kali lo jahatin anak orang, suparj\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
"BUAT STATUS JOMBLO NYA UDAH TERLALU LAMA ,GILIRAN ADA COWOK YG KOMENT STTS NYA SOK CUEK..\nCEWEK BAJINGAN DAHAK BIAWAK KADAL AER..'",1,1,1,0,0,0,0,0,1,1,0,0
"15. Terimakasih, selamat jalan, Ila jiwari robbihimul A`la jalla wa `alaa, Ra lilur sering mengingatkan kita bahwa ulama jika sudah cinta dunia, bahaya, bahaya, dawuh beliau, dawuh2 yg kadang memberi kita pelajaran sangat berharga, lahul fatihah... ð??¥ð??¥ð??¥",0,0,0,0,0,0,0,0,0,0,0,0
"Nek bener 1,8T brrti yo bajingan tenan wonge.'",1,1,1,0,0,0,0,0,1,1,0,0
Lengserkan JoKowi cs GAgal dlm memerintah,1,0,1,0,0,0,0,0,1,0,0,1
"USER USER USER USER Ibu sarap. Kok tega banget sih memperlakukan anak sendiri spt hewan? Kalo gue jd suaminya, gue ambil itu anak, gue laporin polisi &amp; gue ceraikan langsung. Cuih najis sama perempuan kayak gitu.'",1,1,1,0,0,0,0,1,0,1,0,0
"USER USER Ku yg mukanya pas umur 16, literally kentang, bukan yg mulus bersih tanpa cacat spt yg kau bilang, aku can't relate. Skincare tuh sesimple fw aja perlu bgt""",0,0,0,0,0,0,0,0,0,0,0,0
KPK lagi lagi kalah. Sudah selayaknya di bubarkan !!!,1,0,0,1,0,0,0,0,1,0,0,1
RT USER USER Manusia manusia iblis yang minta KPK itu Di bubarkan klu KPK Bubar manusia 2 iblis ini pasti senang Hati .,1,1,1,0,0,0,0,0,1,1,0,0
"USER [temen hamil diluar nikah, suaminya adek kls gua dan di d.o pas gua dh lulus. dr wkt wisuda udh ada org tua murid yg berasa itu perut blendung bkn karna gendut. Sempet dibecandain jg kl dia hamil eh taunya beneran. Skrg udh lahiran &amp; yah m",0,0,0,0,0,0,0,0,0,0,0,0
USER ngewe napa',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Otak, mulut dan jari tidak sinkron, ternyata sangat lucu sekali \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Kalau say",0,0,0,0,0,0,0,0,0,0,0,0
USER Rezim bangsat',1,1,0,1,0,0,0,0,1,0,1,0
Ohh iya yekan dulu pas ada acara di Tempo yang ngewakilin tim sukses Anies-Sandi kan si Indra J Piliang wkwkwk. Tukang narkoba,1,0,1,0,0,0,0,0,1,1,0,0
"Sinergitas Dalam Penangulangi Terorisme, BNPT Datangi Polda Bali; ; Dalam rangka menyukseskan Pilkada serentak 2018 dan tahapan Pemilu 2019 di wilayah Provinsi Bali, Badan Nasional Penanggulangan Terorisme (BNPT) datangi...",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Menghadapi cebong harus santai mbak..kalo kt santai tp ngeselin bikin cebong emosi tinggi\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
"USER kok kayak tau ya kak :' apa ya kak :' ga asing gitu(?)""",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Prestasi ditingkat yunior aja kalian sudah pada heboh luar biasa.\nKalian lupakan org2 kristen yg juara dunia dan jadi legenda kayak Elly Pical,Nico Thomas dan Chris John.\n\nShaloom'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Ini salahnya Kafir Nenggolan di ajak nonton film Kafir, terus di panggil jd Bang dan Lai , keok Belgium'",1,1,1,0,1,0,0,0,0,1,0,0
"Kalau France-England in the final, jadinya duel dua imperialis di tanah komunis \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0
"Ekonomi dipegang Gerindra? Bisa hancur negara kita. Masak sarankan cetak uang sebanyak2 utk bayar hutang, jadi gk perlu hutang lg. Malah bs ngutangi negara lain. Bisa2nya bilang biaya produksi cetak uang murah. Ekonomi comberan; ; Para kecoa yg baik, yakin",0,0,0,0,0,0,0,0,0,0,0,0
"Ongkos cetak uang mungkin murah, tapi mencetak uang itu perlu cadangan emas yang cukup. Makanya enggak bisa sembarangan. Sedih nih guru Ekonomi SMP-SMA kalau tahu parpol oposisi ngetweet begitu. ð?¤£ð?¤£ð?¤£ð?¤£",0,0,0,0,0,0,0,0,0,0,0,0
PDIP Gencar trus serang KPK bubarkan PDIP! Dukung Jokowi USER. JokowiAgain JokowiAgain,1,0,0,1,0,0,0,0,1,0,1,0
USER Gw sejak akil baliq 17 tahun Islam.\nDiperlakukan tidak adil. Gw bilang pernah. Bacot elo pernah bikin gak adil umat Islam.',1,1,1,0,0,0,0,0,1,1,0,0
Soal Ujian Sekolah SD Pendidikan Agama Islam (PAI),0,0,0,0,0,0,0,0,0,0,0,0
